,text
616764,we don t want to see anyone dead on both sides  but we  standwithukraine and their heros   putin suck it         
617424,    the  eu and  nato will continue to impose sanctions against  russia  even if it leads to losses for themselves   nato secretary general said  
617499,johnson called on  nato countries to disconnect  russia from  swift 
617901,talking with  in a few minutes on all things  china and  russiaukrainewar
618482,polish aid for  ukraine     this time military aid     
618944,ukrainian president  zelenskyy publishes a video  assures that he s in kyiv  ukraine    
619348,pray  ukraina  ukrainerussia 
619757,here s to all the brave people who fight for  ukraine  s independence as well as those who lost their lives protecting it    i m so  so sorry this is happening  
620003,fear amongst western officials now is that  russia will start bombing ukrainians indiscriminately and even with thermobaric weapons  if their progress continues to be impeded via 
620335,there is a shift happening in international intelligence  leaders are now stating openly that they don t expect  russia to stop after  ukraine and seem to be preparing accordingly  remember  only a small amount of russia s military has descended on ukraine  what about the rest 
620493, russia plans a massive false flag operation to  dehumanize  ukrainians   ukraine s foreign minister dmytro kuleba wrote on twitter   
620730,    the  eu and  nato will continue to impose sanctions against  russia  even if it leads to losses for themselves   nato secretary general said  
621097,  serbia will not join sanctions against  russia 
621495,the organization of economic cooperation and development is closing its office in  moscow 
621612,johnson called on  nato countries to disconnect  russia from  swift 
624437, polish computer game developers cd project red  who created the cult game  the witcher     donated   million zlotys to a humanitarian fund to help  ukraine  
625748,  bit studios team statement   fuckthewar  ukraine    
626371,my heart and prayers are with you     zelenskiy   stoprussia   stopputin   kiew   ukraine  ukraineunderattack 
626478,  audi  jaguar land rover  bmw  mercedes benz  citroen and general motors have suspended shipments of cars to  russia 
627889, polish computer game developers cd project red  who created the cult game  the witcher     donated   million zlotys to a humanitarian fund to help  ukraine  
628057,russia bombs and kills an innocent   year old girl who was riding her bike   russiaukraineconflict  ukraine  wwiii 
628587,the sanction nobody is talking about  russian users who attempted to visit pornhub were quite literally cockblocked by a message that told them that the content has been stopped along with a ukranian flag and message of ukranian support   ukraine  ukrainerussia  ukraineinvasion 
628764, kyiv mayor klitschko  the situation for the city is threatening  the next night will be very difficult  at the main entrances to the capital and near the strategic facilities inside it will be equipped with blocks 
630072,  audi  jaguar land rover  bmw  mercedes benz  citroen and general motors have suspended shipments of cars to  russia 
630600,russia has warned neighboring finland on friday of  serious military and political  repercussions if the scandanavian nation opts to join nato following the invasion of ukraine    finland    russiaukrainewar  
630785,i think the general plan of the  russia ns is rushing forward while bypassing and isolating  ukrania n urban strongpoints   the primary objective is to control main roads to stop the flow of supplies from the west and then mopping urban centers one by one   that explaines the big
631018,during a recent attack by the occupants in  kharkiv  a shell flew into a residential apartment    russiaukrainewar   russia   ukraine 
632942,re  single german word for a complex idea   standwithukraine  stopputin 
633010,   there is a threat of an air strike in  kyiv 
633269,biden is cutting off  russia from u s  microchips  telecoms gear  and other items  in the long term  it could sting the russian economy more than financial sanctions    via 
